osm_id,lat,lon,levels,height_tag,building_type,area_m2,perimeter_m,compactness,rectangularity,elongation,long_side_m,short_side_m,n_vertices,has_name,dsm_height_m
343621384,12.92263,77.688993,2,,residential,254.5,64.0,0.7798,0.9996,0.8437,17.4,14.7,5,0,
343621553,12.922802,77.689013,2,,residential,306.8,70.6,0.7727,0.9996,0.7744,19.9,15.4,5,0,
343621697,12.92247,77.688991,2,,residential,289.3,68.3,0.7803,0.9997,0.8495,18.5,15.7,5,0,
343621698,12.922312,77.68899,2,,residential,287.3,68.8,0.7626,0.9998,0.7083,20.1,14.3,5,0,
343621699,12.922711,77.689243,2,,residential,270.4,66.2,0.7749,0.9993,0.7946,18.5,14.7,5,0,
343621700,12.922437,77.689237,2,,residential,262.9,65.4,0.7716,1.0,0.7657,18.5,14.2,5,0,
343621760,12.922288,77.68958,2,,residential,224.6,61.3,0.7519,0.9995,0.6571,18.5,12.2,5,0,
343621794,12.926057,77.675266,6,,commercial,4637.4,326.2,0.5477,0.8048,0.3673,125.3,46.0,22,1,
343621918,12.922421,77.689589,2,,residential,241.1,63.5,0.7507,0.9994,0.6528,19.2,12.5,5,0,
343622926,12.922697,77.689822,2,,residential,229.6,61.4,0.7663,0.9989,0.7301,17.7,13.0,5,0,
343625111,12.922565,77.689238,2,,residential,234.4,62.7,0.749,0.9995,0.6461,19.0,12.3,5,0,
343625566,12.922554,77.689598,2,,residential,241.2,63.5,0.7508,0.9994,0.6521,19.2,12.5,5,0,
343625567,12.922702,77.689598,2,,residential,241.0,63.5,0.7509,0.9994,0.6525,19.2,12.5,5,0,
343625568,12.922832,77.689625,2,,residential,230.3,65.4,0.6773,0.8607,0.7361,19.1,14.0,7,0,
343625569,12.922979,77.689609,2,,residential,241.0,63.5,0.7505,0.9988,0.6526,19.2,12.5,5,0,
343625570,12.923111,77.689627,2,,residential,192.4,60.3,0.6643,0.8591,0.7032,17.8,12.5,7,0,
343625571,12.923253,77.689612,2,,residential,240.9,63.5,0.7508,0.9995,0.6533,19.2,12.5,5,0,
343625572,12.923393,77.689628,2,,residential,241.1,63.5,0.7505,0.9988,0.6526,19.2,12.6,5,0,
343625575,12.923383,77.689857,2,,residential,226.8,61.2,0.7608,0.9996,0.6982,18.0,12.6,5,0,
343625576,12.923238,77.689851,2,,residential,240.9,63.5,0.7508,0.9996,0.6524,19.2,12.5,5,0,
343625577,12.923101,77.689846,2,,residential,241.1,63.5,0.7508,0.9993,0.6527,19.2,12.5,5,0,
343625578,12.922963,77.689842,2,,residential,241.2,63.5,0.7508,0.9997,0.6529,19.2,12.6,5,0,
343625579,12.922817,77.689851,2,,residential,186.2,57.8,0.6999,0.8771,0.6896,17.5,12.1,7,0,
343626024,12.922551,77.68981,2,,residential,229.7,61.4,0.7663,0.9992,0.7307,17.7,13.0,5,0,
343626025,12.922417,77.689803,2,,residential,229.6,61.4,0.7664,0.9993,0.7307,17.7,13.0,5,0,
343626027,12.922287,77.689798,2,,residential,229.6,61.4,0.7664,0.9993,0.7307,17.7,13.0,5,0,
343626028,12.922261,77.690139,2,,residential,236.5,62.5,0.7615,0.9902,0.7018,18.4,12.9,5,0,
343626029,12.922406,77.690132,2,,residential,242.6,63.3,0.7602,0.9996,0.6955,18.7,13.0,5,0,
343626030,12.922545,77.690135,2,,residential,229.7,61.4,0.7665,0.9995,0.7307,17.7,13.0,5,0,
343626031,12.922686,77.690142,2,,residential,229.6,61.4,0.7665,0.9994,0.7307,17.7,13.0,5,0,
343626032,12.922822,77.69015,2,,residential,229.6,61.4,0.7664,0.9993,0.7307,17.7,13.0,5,0,
343626033,12.922945,77.690395,2,,residential,265.1,66.7,0.7482,0.9996,0.6427,20.3,13.1,5,0,
343626132,12.922811,77.690391,2,,residential,229.6,61.4,0.7664,0.9992,0.7307,17.7,13.0,5,0,
343626134,12.922661,77.690394,2,,residential,229.7,61.4,0.7665,0.9993,0.7306,17.7,13.0,5,0,
343626135,12.922535,77.690389,2,,residential,229.6,61.4,0.7664,0.9993,0.7307,17.7,13.0,5,0,
343626136,12.922395,77.69038,2,,residential,229.6,61.4,0.7664,0.9993,0.7307,17.7,13.0,5,0,
343626138,12.922264,77.690375,2,,residential,229.4,61.3,0.7663,0.9987,0.7312,17.7,13.0,5,0,
343626139,12.923078,77.690403,2,,residential,229.6,61.4,0.7664,0.9993,0.7307,17.7,13.0,5,0,
343626140,12.923225,77.690425,2,,residential,249.9,64.9,0.7454,0.9633,0.6308,20.3,12.8,5,0,
343626142,12.923388,77.690407,2,,residential,229.6,61.4,0.7664,0.9993,0.7307,17.7,13.0,5,0,
343626143,12.92337,77.690179,2,,residential,229.6,61.4,0.7663,0.9991,0.7307,17.7,13.0,5,0,
343626144,12.923099,77.69017,2,,residential,251.3,64.6,0.7558,0.9995,0.6747,19.3,13.0,5,0,
343626187,12.923238,77.690181,2,,residential,244.4,64.1,0.7474,0.9748,0.65,19.6,12.8,5,0,
343626201,12.922958,77.690153,2,,residential,274.9,67.3,0.7633,0.9994,0.7126,19.6,14.0,5,0,
343626263,12.92365,77.690187,2,,residential,229.5,61.4,0.7662,0.999,0.7307,17.7,13.0,5,0,
343626264,12.923665,77.690407,2,,residential,229.6,61.4,0.7664,0.9993,0.7307,17.7,13.0,5,0,
343626267,12.923523,77.690409,2,,residential,239.5,62.9,0.7611,0.9998,0.6999,18.5,12.9,5,0,
343626555,12.923514,77.690737,2,,residential,298.6,70.7,0.7507,0.9996,0.6528,21.4,14.0,5,0,
343626556,12.923374,77.69073,2,,residential,301.0,71.0,0.7503,0.9999,0.651,21.5,14.0,5,0,
343626557,12.923232,77.690723,2,,residential,274.9,67.3,0.7631,0.9993,0.7122,19.7,14.0,5,0,
343626558,12.923097,77.690719,2,,residential,275.0,67.3,0.7632,0.9996,0.7124,19.7,14.0,5,0,
343626559,12.922959,77.690712,2,,residential,274.9,67.3,0.7632,0.9989,0.7122,19.7,14.0,5,0,
343626560,12.92282,77.690711,2,,residential,275.0,67.3,0.7632,0.9996,0.7122,19.7,14.0,5,0,
343626561,12.922962,77.690995,2,,residential,229.6,61.4,0.7664,0.9993,0.7307,17.7,13.0,5,0,
343626589,12.922684,77.690703,2,,residential,236.3,62.5,0.7613,0.9996,0.7018,18.4,12.9,5,0,
343626704,12.922551,77.690703,2,,residential,275.0,67.3,0.7633,0.9994,0.7122,19.7,14.0,5,0,
343626705,12.922411,77.690696,2,,residential,275.0,67.3,0.7633,0.9996,0.7123,19.7,14.0,5,0,
343626706,12.922272,77.690692,2,,residential,275.0,67.3,0.7632,0.9996,0.7122,19.7,14.0,5,0,
343626708,12.922268,77.690947,2,,residential,275.0,67.3,0.7633,0.9999,0.7122,19.7,14.0,5,0,
343626709,12.922414,77.690967,2,,residential,275.1,67.3,0.7633,0.9997,0.7122,19.7,14.0,5,0,
343626710,12.922551,77.690967,2,,residential,275.1,67.3,0.7633,0.9997,0.7121,19.7,14.0,5,0,
343626711,12.92269,77.69098,2,,residential,274.8,67.3,0.7631,0.9992,0.7124,19.6,14.0,5,0,
343626712,12.92283,77.69098,2,,residential,275.0,67.3,0.7633,0.9997,0.7122,19.7,14.0,5,0,
343626714,12.923381,77.690993,2,,residential,291.3,69.6,0.7554,0.9995,0.6725,20.8,14.0,5,0,
343626715,12.923245,77.691,2,,residential,274.9,67.3,0.7631,0.9992,0.7124,19.7,14.0,5,0,
343626718,12.923106,77.690994,2,,residential,274.8,67.3,0.7633,0.9993,0.7126,19.6,14.0,5,0,
343626959,12.92307,77.691316,2,,residential,291.1,70.1,0.7452,0.9997,0.6313,21.5,13.6,5,0,
343627179,12.922931,77.691312,2,,residential,291.1,70.1,0.7453,0.9998,0.6313,21.5,13.6,5,0,
343627180,12.922795,77.691309,2,,residential,291.1,70.1,0.7453,0.9993,0.631,21.5,13.6,5,0,
343627181,12.922662,77.691305,2,,residential,291.1,70.1,0.7452,0.9997,0.6313,21.5,13.6,5,0,
343627182,12.922524,77.6913,2,,residential,291.1,70.1,0.7452,0.9997,0.6313,21.5,13.6,5,0,
343627183,12.922387,77.691295,2,,residential,291.1,70.1,0.7452,0.9993,0.6312,21.5,13.6,5,0,
343627184,12.922251,77.691289,2,,residential,291.1,70.1,0.7452,0.9997,0.6313,21.5,13.6,5,0,
343627238,12.908803,77.634385,2,,residential,73.8,34.7,0.7688,0.9984,0.7449,10.0,7.4,4,0,
343627239,12.908904,77.634423,3,,residential,188.3,63.3,0.5901,0.9998,0.3345,23.7,7.9,4,0,
343627251,12.922239,77.691571,2,,residential,291.2,70.1,0.7454,0.9998,0.6313,21.5,13.6,5,0,
343627252,12.922514,77.691562,2,,residential,291.2,70.1,0.7454,0.9998,0.6313,21.5,13.6,5,0,
343627253,12.922643,77.691566,2,,residential,291.2,70.1,0.7454,0.9998,0.6313,21.5,13.6,5,0,
343627254,12.922774,77.69157,2,,residential,291.1,70.1,0.7453,1.0,0.6315,21.5,13.6,5,0,
343627255,12.922904,77.691577,2,,residential,267.9,66.6,0.7582,0.9998,0.6857,19.8,13.6,5,0,
343627256,12.923051,77.691578,2,,residential,291.2,70.1,0.7454,0.9998,0.6313,21.5,13.6,5,0,
343627365,12.923211,77.691314,2,,residential,220.7,60.0,0.7716,0.9994,0.766,17.0,13.0,5,0,
343627419,12.922369,77.691565,2,,residential,208.7,59.0,0.7535,0.9998,0.664,17.7,11.8,5,0,
343627476,12.922236,77.691894,2,,residential,315.4,72.9,0.7451,0.9994,0.6308,22.4,14.1,5,0,
343627605,12.922372,77.691899,2,,residential,315.3,72.9,0.7451,0.9996,0.631,22.4,14.1,5,0,
343627607,12.922518,77.691908,2,,residential,431.1,83.2,0.7827,0.9996,0.8913,22.0,19.6,5,0,
343627661,12.922772,77.691898,2,,residential,261.3,66.7,0.7375,0.9995,0.6036,20.8,12.6,5,0,
343627727,12.922913,77.691903,2,,residential,261.3,66.7,0.7375,0.9995,0.6036,20.8,12.6,5,0,
343627769,12.923027,77.691904,2,,residential,214.0,58.9,0.7745,0.9991,0.7908,16.5,13.0,5,0,
343627797,12.92319,77.691944,2,,residential,232.7,62.0,0.7617,0.9998,0.7031,18.2,12.8,5,0,
343627877,12.923451,77.692193,2,,residential,315.6,74.1,0.7226,0.9993,0.5594,23.8,13.3,5,0,
343627943,12.923314,77.692191,2,,residential,315.5,74.1,0.7226,0.9998,0.5591,23.8,13.3,5,0,
343627945,12.922773,77.692173,2,,residential,263.6,66.7,0.7439,0.9999,0.626,20.5,12.8,5,0,
343628021,12.923176,77.692197,2,,residential,223.0,61.4,0.744,0.9996,0.6262,18.9,11.8,5,0,
343628044,12.92304,77.692188,2,,residential,293.9,69.2,0.7711,0.9993,0.7621,19.6,15.0,5,0,
343628096,12.922906,77.692196,2,,residential,241.8,62.9,0.7668,0.9995,0.7338,18.2,13.3,5,0,
343628117,12.922518,77.692166,2,,residential,390.2,79.1,0.7835,0.9995,0.9038,20.8,18.8,5,0,
343628164,12.922359,77.692168,2,,residential,289.9,68.7,0.773,0.9995,0.7783,19.3,15.0,5,0,
343628210,12.922195,77.692151,2,,residential,273.4,68.0,0.7435,0.9995,0.6247,20.9,13.1,5,0,
343628222,12.922156,77.692753,2,,residential,392.7,86.1,0.666,0.9996,0.4392,29.9,13.1,5,0,
343628281,12.92273,77.692509,2,,residential,258.9,65.7,0.7534,0.9995,0.6642,19.7,13.1,5,0,
343628302,12.909946,77.632867,1,,residential,158.9,51.2,0.7604,0.9988,0.6966,15.1,10.5,4,0,
343628303,12.909962,77.632743,1,,residential,158.9,51.2,0.7604,0.9989,0.6966,15.1,10.5,4,0,
343628305,12.909908,77.633306,5,,residential,158.9,51.2,0.7604,0.9988,0.6966,15.1,10.5,4,0,
343628306,12.909909,77.633201,1,,residential,158.9,51.2,0.7604,0.9988,0.6966,15.1,10.5,4,0,
343628309,12.909844,77.633093,2,,residential,231.4,65.2,0.6834,0.9995,0.4699,22.2,10.4,4,0,
343628406,12.922872,77.692518,2,,residential,271.8,67.7,0.7443,0.9995,0.6278,20.8,13.1,5,0,
343628407,12.923965,77.692543,2,,residential,258.8,65.7,0.7534,0.9998,0.6641,19.7,13.1,5,0,
343628408,12.923698,77.692532,2,,residential,258.6,65.7,0.7534,0.9997,0.6637,19.7,13.1,5,0,
343628410,12.92342,77.692524,2,,residential,258.9,65.7,0.7535,0.9998,0.6639,19.7,13.1,5,0,
343628411,12.923279,77.692531,2,,residential,258.9,65.7,0.7533,0.9996,0.6639,19.8,13.1,5,0,
343628480,12.922995,77.692782,2,,residential,249.8,65.3,0.7365,0.9998,0.6006,20.4,12.3,5,0,
343628574,12.923135,77.692809,2,,residential,249.8,65.3,0.7365,0.9996,0.6001,20.4,12.2,5,0,
343628575,12.923274,77.692814,2,,residential,249.9,65.3,0.7367,0.9993,0.6009,20.4,12.3,5,0,
343628576,12.923413,77.692806,2,,residential,249.9,65.3,0.7366,0.9995,0.6013,20.4,12.3,5,0,
343628578,12.923689,77.692801,2,,residential,249.9,65.3,0.7366,0.9998,0.6005,20.4,12.3,5,0,
343628579,12.923829,77.692797,2,,residential,249.8,65.3,0.7365,0.9996,0.6005,20.4,12.2,5,0,
343628580,12.924103,77.692828,2,,residential,249.9,65.3,0.7365,0.9997,0.6006,20.4,12.3,5,0,
343629702,12.916178,77.697875,4,,other,835.0,137.4,0.5556,0.9984,0.2976,53.0,15.8,5,1,
343630279,12.916993,77.697799,5,,residential,2517.9,415.7,0.1831,0.9345,0.0706,195.4,13.8,7,1,
343631340,12.916792,77.692419,1,,residential,188.9,55.3,0.7754,0.9994,0.7967,15.4,12.3,5,0,
343631727,12.917056,77.692128,1,,residential,194.9,56.3,0.7732,0.9995,0.7769,15.8,12.3,5,0,
343631927,12.91692,77.69212,1,,residential,163.5,51.2,0.7852,0.9996,0.9556,13.1,12.5,5,0,
343632040,12.917426,77.692617,1,,residential,200.0,57.3,0.7663,0.9992,0.7302,16.6,12.1,5,0,
343632321,12.917408,77.692898,1,,residential,167.1,52.1,0.7738,0.999,0.7848,14.6,11.5,5,0,
343632391,12.91765,77.693113,1,,residential,179.4,54.5,0.7603,0.9999,0.6963,16.1,11.2,5,0,
343632442,12.917636,77.6936,1,,residential,160.4,53.0,0.7178,0.999,0.5462,17.1,9.4,5,0,
343632491,12.968803,77.643371,3,,residential,195.2,56.1,0.7799,0.9989,0.845,15.2,12.9,4,0,
343632535,12.917511,77.693592,1,,residential,151.1,50.3,0.7515,0.9997,0.6551,15.2,9.9,5,0,
343632872,12.971793,77.642018,1,,residential,156.3,52.4,0.7164,0.9995,0.5425,17.0,9.2,4,0,
343632874,12.971686,77.642028,3,,residential,156.3,52.4,0.7164,0.9995,0.5425,17.0,9.2,4,0,
343632875,12.971569,77.642036,3,,civic,156.2,52.3,0.7165,0.9997,0.5428,17.0,9.2,4,0,
343632876,12.971359,77.642063,3,,residential,156.3,52.4,0.7164,0.9995,0.5425,17.0,9.2,4,0,
343632877,12.971127,77.642071,3,,residential,156.0,52.3,0.7162,0.9996,0.5421,17.0,9.2,4,0,
343632878,12.97126,77.642049,3,,residential,156.0,52.3,0.7162,0.9997,0.5421,17.0,9.2,4,0,
343632879,12.971009,77.642068,3,,residential,156.2,52.3,0.7166,0.9995,0.5429,17.0,9.2,4,0,
343632881,12.970915,77.642246,3,,residential,156.2,52.3,0.7166,0.9995,0.5429,17.0,9.2,4,0,
343632882,12.971017,77.64223,2,,residential,156.2,52.3,0.7166,0.9995,0.5429,17.0,9.2,4,0,
343632883,12.971467,77.642208,3,,residential,156.2,52.3,0.7165,0.9997,0.5428,17.0,9.2,4,0,
343632885,12.971454,77.642009,4,,residential,115.7,45.0,0.7171,0.9995,0.5442,14.6,7.9,4,0,
343632996,12.912254,77.633114,4,,commercial,581.6,97.4,0.7702,0.9996,0.756,27.7,21.0,4,1,
343633325,12.91947,77.689408,10,,residential,1172.5,138.1,0.7721,0.991,0.7696,39.2,30.2,4,1,
343633376,12.918792,77.68927,10,,residential,2312.8,208.5,0.6687,0.9997,0.4435,72.2,32.0,5,0,
343633424,12.918296,77.689579,10,,residential,2040.8,193.9,0.6824,0.9997,0.4683,66.0,30.9,5,0,
343633643,12.917803,77.689202,20,,residential,1266.7,142.7,0.7811,0.9992,0.8619,38.4,33.1,4,1,
343634294,12.971119,77.642974,2,,residential,141.5,47.6,0.7843,0.9995,0.9295,12.3,11.5,4,0,
343634295,12.970981,77.642974,2,,residential,183.9,55.6,0.7478,0.9995,0.6407,16.9,10.9,4,0,
343634297,12.971331,77.642497,3,,residential,202.4,58.2,0.7518,0.9995,0.6569,17.6,11.5,4,0,
343634298,12.971541,77.642477,1,,residential,121.1,44.6,0.7633,0.9998,0.7125,13.0,9.3,4,0,
343634302,12.971754,77.642648,2,,residential,189.2,57.3,0.7238,0.9997,0.5622,18.3,10.3,4,0,
343634304,12.917217,77.689789,20,,residential,2512.4,216.2,0.6757,0.9997,0.4558,74.3,33.8,5,1,
343634305,12.970912,77.642686,3,,residential,102.1,45.6,0.6178,0.9988,0.3682,16.7,6.1,4,0,
343634308,12.971221,77.642508,2,,residential,194.9,57.0,0.7549,0.9995,0.6704,17.1,11.4,4,0,
343634315,12.971429,77.642485,2,,residential,129.3,46.5,0.7506,0.999,0.6524,14.1,9.2,4,0,
343634323,12.971198,77.642676,3,,residential,181.3,55.5,0.7393,0.9998,0.6098,17.2,10.5,4,0,
343634329,12.971007,77.643132,2,,commercial,181.3,54.7,0.7607,0.9996,0.6986,16.1,11.3,4,0,
343634331,12.971201,77.642953,1,,residential,146.7,50.9,0.7119,0.999,0.5316,16.6,8.8,4,0,
343634339,12.971862,77.642636,2,,residential,178.7,55.0,0.7429,0.9999,0.6227,16.9,10.5,4,0,
343634388,12.917858,77.690305,20,,residential,1718.7,164.5,0.7985,0.9456,0.9947,42.7,42.5,6,1,
343634400,12.918622,77.690483,20,,residential,1893.6,174.1,0.7848,0.9993,0.947,44.7,42.4,5,1,
343634436,12.918807,77.69174,20,,residential,1500.6,155.7,0.7782,0.9997,0.8248,42.7,35.2,4,1,
343634451,12.919421,77.690367,20,,residential,1412.9,150.4,0.7847,0.9999,0.9439,38.7,36.5,4,1,
343634472,12.919418,77.691378,20,,residential,1156.1,136.4,0.7806,0.9999,0.8549,36.8,31.4,4,1,
343634606,12.918065,77.692476,2,,residential,221.5,60.5,0.7606,0.9993,0.6983,17.8,12.4,5,0,
343635547,12.919407,77.693539,2,,residential,170.8,58.8,0.62,0.7957,0.8308,16.1,13.4,9,0,
343635699,12.918581,77.693708,2,,residential,236.5,62.0,0.7731,0.9999,0.7771,17.4,13.6,5,0,
343635844,12.918523,77.693499,2,,residential,172.3,53.3,0.7618,0.9995,0.7043,15.6,11.0,5,0,
343636042,12.918431,77.693694,2,,residential,192.6,56.0,0.7728,0.9992,0.7733,15.8,12.2,5,0,
343636044,12.918275,77.693482,2,,residential,175.7,53.5,0.7715,0.999,0.766,15.2,11.6,5,0,
343636113,12.968538,77.643957,4,,commercial,218.4,65.2,0.6465,0.9006,0.5408,21.2,11.5,8,0,
343636122,12.919412,77.694619,2,,residential,212.8,59.0,0.7694,0.9993,0.7501,16.9,12.6,5,0,
343636804,12.968459,77.644053,3,,residential,289.1,84.3,0.5118,0.9991,0.2575,33.5,8.6,4,0,
343637215,12.919061,77.695694,2,,residential,214.6,64.5,0.6477,0.8295,0.8439,17.5,14.8,7,0,
343637515,12.918262,77.695662,2,,residential,200.1,57.1,0.7708,0.9994,0.7591,16.2,12.3,5,0,
343637586,12.918183,77.693993,2,,residential,222.8,60.8,0.7567,0.9995,0.6794,18.1,12.3,5,0,
343637625,12.922125,77.694721,2,,residential,228.7,61.4,0.7633,0.9994,0.7138,17.9,12.8,5,0,
343637704,12.922261,77.694725,2,,residential,228.7,61.3,0.7635,0.9992,0.7138,17.9,12.8,5,0,
343637705,12.922394,77.694724,2,,residential,195.0,56.0,0.7811,0.9998,0.8636,15.0,13.0,5,0,
343637954,12.922534,77.69473,2,,residential,211.2,58.6,0.7726,0.9994,0.7732,16.5,12.8,5,0,
343638602,12.922674,77.694733,2,,residential,211.2,58.6,0.7726,0.9993,0.773,16.5,12.8,5,0,
343638603,12.922813,77.694741,2,,residential,211.2,58.6,0.7725,0.9994,0.7732,16.5,12.8,5,0,
343638604,12.922949,77.69475,2,,residential,211.2,58.6,0.7726,0.9994,0.7731,16.5,12.8,5,0,
343638606,12.923087,77.694753,2,,residential,211.2,58.6,0.7726,0.9994,0.7731,16.5,12.8,5,0,
343638607,12.923216,77.694758,2,,residential,211.2,58.6,0.7725,0.999,0.773,16.5,12.8,5,0,
343638608,12.923334,77.69476,2,,residential,211.1,58.6,0.7724,0.9993,0.7732,16.5,12.8,5,0,
343638609,12.923443,77.694764,2,,residential,167.9,53.4,0.7401,0.9997,0.6122,16.6,10.1,5,0,
343639637,12.95215,77.697786,4,,residential,1178.9,137.4,0.7853,0.998,0.973,34.8,33.9,4,1,
343639639,12.951873,77.69782,4,,residential,112.1,42.5,0.7808,0.9968,0.8553,11.5,9.8,4,1,
343639691,12.924115,77.694797,2,,residential,156.1,50.6,0.7671,0.9997,0.7355,14.6,10.7,5,0,
343648856,12.913223,77.635449,3,,other,186.9,56.1,0.7462,1.0,0.6347,17.2,10.9,4,1,
343649631,12.912505,77.636336,3,,commercial,148.1,61.2,0.4963,0.9991,0.245,24.6,6.0,4,1,
343651584,12.911512,77.635886,4,,other,66.7,33.3,0.7543,0.9988,0.6673,10.0,6.7,4,0,
343661411,12.960989,77.643996,8,,commercial,830.5,118.0,0.7495,0.9996,0.6476,35.8,23.2,4,0,
343661412,12.960931,77.64366,8,,commercial,1655.9,171.0,0.712,0.9998,0.5318,55.8,29.7,4,0,
343665126,12.961474,77.645653,3,,residential,140.2,48.2,0.7592,0.9996,0.6909,14.2,9.8,4,1,
343668146,12.907956,77.637816,4,,commercial,197.0,57.4,0.7507,0.9532,0.6754,17.5,11.8,4,1,
343668147,12.907846,77.637811,3,,other,199.4,58.8,0.7238,0.9556,0.5814,18.9,11.0,4,1,
343669922,12.907424,77.637011,4,,residential,81.1,36.1,0.7824,0.9205,0.8917,9.9,8.9,4,1,
343676107,12.909473,77.638751,5,,commercial,156.2,50.1,0.7812,0.9991,0.8638,13.5,11.6,4,0,
343676108,12.909459,77.638622,5,,commercial,144.1,48.0,0.7849,0.9995,0.949,12.3,11.7,4,1,
343676299,12.926033,77.691641,3,,commercial,362.8,76.3,0.7822,0.9986,0.8807,20.3,17.9,5,1,
343679411,12.969946,77.643676,4,,residential,356.7,76.5,0.766,0.9993,0.7286,22.1,16.1,4,0,
343679412,12.970127,77.643684,2,,residential,337.7,73.6,0.7827,0.9803,0.8795,19.8,17.4,4,0,
343679413,12.97014,77.64391,5,,commercial,340.0,74.5,0.7689,0.9991,0.7473,21.3,15.9,4,0,
343679415,12.969785,77.64368,2,,commercial,356.6,76.5,0.766,1.0,0.7286,22.1,16.1,4,0,
343679416,12.969794,77.643897,4,,residential,356.6,76.5,0.766,0.999,0.7279,22.1,16.1,4,0,
343679789,12.97012,77.644404,2,,commercial,397.8,81.0,0.7628,0.9998,0.71,23.7,16.8,4,0,
343679790,12.970123,77.644566,2,,commercial,324.7,73.2,0.7605,0.9997,0.6973,21.6,15.0,4,0,
343679791,12.970125,77.644741,2,,commercial,324.5,73.2,0.7604,0.9993,0.6974,21.6,15.0,4,0,
343679792,12.970138,77.645078,4,,commercial,324.6,73.2,0.7605,0.9998,0.6975,21.6,15.0,4,0,
343679793,12.970146,77.645236,3,,residential,324.6,73.2,0.7605,0.9998,0.6975,21.6,15.0,4,0,
343679794,12.970144,77.645404,2,,other,324.6,73.2,0.7605,0.9997,0.6974,21.6,15.0,4,0,
343679795,12.969877,77.644242,2,,residential,242.7,63.3,0.7604,0.9997,0.6971,18.7,13.0,4,0,
343679796,12.969888,77.644415,4,,residential,239.4,62.9,0.7605,0.9997,0.6974,18.5,12.9,4,0,
343679797,12.969896,77.645242,2,,residential,324.5,73.2,0.7604,0.9996,0.6977,21.6,15.0,4,0,
343679799,12.969903,77.645067,2,,residential,324.6,73.2,0.7605,0.9998,0.6975,21.6,15.0,4,0,
343679800,12.9699,77.644908,3,,residential,324.6,73.2,0.7605,0.9998,0.6975,21.6,15.0,4,0,
343679803,12.969652,77.643911,2,,residential,266.3,65.7,0.776,0.9993,0.8029,18.2,14.6,4,0,
343679805,12.968945,77.643953,4,,residential,341.1,75.0,0.7628,0.9994,0.7099,21.9,15.6,4,0,
343679806,12.96932,77.643948,2,,residential,266.3,65.7,0.776,0.9994,0.8026,18.2,14.6,4,0,
343679807,12.969139,77.643943,4,,residential,266.2,65.7,0.776,0.9996,0.8028,18.2,14.6,4,0,
343679809,12.968956,77.64371,2,,residential,266.2,65.7,0.776,0.9995,0.8022,18.2,14.6,4,0,
343679811,12.968806,77.643949,2,,residential,307.1,71.5,0.7544,0.9997,0.6683,21.4,14.3,4,0,
343679813,12.968802,77.643671,2,,residential,189.2,55.1,0.7836,0.9996,0.9077,14.4,13.1,4,0,
343679815,12.969124,77.643704,2,,residential,311.0,71.0,0.776,0.9996,0.8033,19.7,15.8,4,0,
343679817,12.96949,77.64394,1,,residential,266.2,65.7,0.7761,0.9997,0.803,18.2,14.6,4,0,
343680616,12.969559,77.644257,2,,residential,360.7,76.0,0.785,0.9994,0.9529,19.5,18.5,4,0,
343680617,12.969331,77.644266,3,,residential,360.6,76.0,0.7849,0.9997,0.9529,19.5,18.5,4,0,
343680619,12.969577,77.644923,1,,residential,297.9,69.1,0.785,0.9997,0.9534,17.7,16.9,4,0,
343680625,12.969541,77.644764,2,,commercial,293.8,68.7,0.7828,0.9992,0.8912,18.2,16.2,4,0,
343680629,12.968806,77.644275,2,,residential,172.0,53.2,0.7628,0.9992,0.7097,15.6,11.1,4,0,
343680630,12.968987,77.644255,2,,residential,172.2,53.3,0.7626,0.9996,0.7085,15.6,11.0,4,0,
343680921,12.970705,77.644046,5,,residential,146.4,49.0,0.7667,0.9991,0.7327,14.1,10.4,4,0,
343680922,12.970712,77.643909,1,,residential,165.5,51.7,0.7784,0.9999,0.827,14.1,11.7,4,0,
343680926,12.970529,77.644721,2,,commercial,246.4,63.9,0.7575,0.9996,0.6832,19.0,13.0,4,0,
343680928,12.970496,77.644008,3,,residential,234.8,61.9,0.7697,1.0,0.7523,17.7,13.3,4,0,
343680930,12.970696,77.64342,1,,residential,165.3,51.7,0.7783,0.9999,0.8263,14.1,11.7,4,0,
343680931,12.970526,77.643606,2,,commercial,184.8,54.6,0.7782,0.9996,0.8261,15.0,12.4,4,1,
343680932,12.9705,77.643885,3,,residential,177.5,54.7,0.7462,0.9992,0.635,16.7,10.6,4,0,
343680935,12.97051,77.644149,2,,residential,273.2,66.8,0.7702,0.9997,0.7556,19.0,14.4,4,0,
343680936,12.97052,77.644295,2,,residential,242.4,63.4,0.759,0.9997,0.69,18.7,12.9,4,0,
343680937,12.970553,77.64459,3,,residential,226.4,60.9,0.7663,0.9995,0.7301,17.6,12.9,4,0,
343682039,12.970567,77.645389,2,,commercial,311.2,70.6,0.7853,0.9997,0.9787,17.8,17.5,4,1,
343682040,12.970529,77.645135,4,,commercial,236.6,62.3,0.765,0.9998,0.7223,18.1,13.1,4,0,
343682041,12.970614,77.646661,2,,commercial,212.3,58.7,0.7748,0.9995,0.7914,16.4,13.0,4,0,
343682057,12.971566,77.645189,3,,residential,69.6,33.4,0.7852,0.9995,0.9677,8.5,8.2,4,0,
343682058,12.97156,77.645078,3,,residential,65.1,32.5,0.774,1.0,0.7846,9.1,7.1,4,0,
343682059,12.971445,77.645069,3,,residential,107.4,41.5,0.7847,0.9997,0.9424,10.7,10.1,4,0,
343682060,12.971458,77.645198,3,,residential,101.3,40.5,0.7777,0.9994,0.8202,11.1,9.1,4,0,
