osm_id,lat,lon,levels,height_tag,building_type,area_m2,perimeter_m,compactness,rectangularity,elongation,long_side_m,short_side_m,n_vertices,has_name,dsm_height_m
348448810,12.965596,77.641218,2,,commercial,260.5,65.8,0.7569,0.9999,0.68,19.6,13.3,4,0,
348448814,12.96676,77.641152,3,,commercial,493.1,102.2,0.5927,0.7904,0.5718,33.0,18.9,13,1,
348448831,12.966586,77.641177,3,,commercial,361.7,77.6,0.7551,1.0,0.6717,23.2,15.6,4,0,
348448833,12.963893,77.641356,3,,commercial,714.2,108.6,0.7613,0.9871,0.7633,30.8,23.5,6,1,
348448835,12.975166,77.641304,2,,commercial,329.7,75.1,0.7352,0.9998,0.5964,23.5,14.0,4,0,
348448840,12.974327,77.64134,4,,commercial,272.7,67.8,0.7454,0.9995,0.6321,20.8,13.1,4,0,
348448847,12.965101,77.641243,3,,commercial,371.5,78.4,0.7597,0.9997,0.6936,23.1,16.1,4,0,
348453583,12.887696,77.553677,11,,residential,1496.8,197.5,0.4824,0.8355,0.8138,46.9,38.2,12,0,
348455090,12.974538,77.749975,2,,civic,1154.9,145.3,0.6879,0.6969,0.966,41.4,40.0,15,1,
348458007,12.914954,77.638848,2,,residential,218.9,59.9,0.7652,1.0,0.7239,17.4,12.6,4,0,
348465871,12.913502,77.612521,4,,residential,84.3,37.2,0.7643,0.997,0.7167,10.9,7.8,4,0,
348466024,12.928088,77.57157,4,,other,678.2,104.2,0.7843,0.998,0.9268,27.1,25.1,4,0,
348466083,12.913827,77.612397,6,,residential,356.3,76.5,0.7653,0.9971,0.7227,22.2,16.1,4,0,
348466122,12.913643,77.612331,5,,residential,82.3,37.2,0.7493,0.9976,0.6456,11.3,7.3,4,0,
348466196,12.913372,77.61225,3,,residential,186.5,56.3,0.7404,0.9977,0.6125,17.5,10.7,4,0,
348466445,12.91353,77.612413,2,,residential,68.7,34.3,0.7335,0.9971,0.5904,10.8,6.4,4,0,
348466551,12.913948,77.61217,3,,residential,146.8,49.7,0.746,0.998,0.6334,15.2,9.7,4,0,
348466604,12.91338,77.612384,3,,residential,67.9,33.8,0.7466,0.9974,0.6349,10.4,6.6,4,0,
348468052,12.90637,77.544028,4,,commercial,214.1,62.2,0.6951,0.7337,0.5945,22.2,13.2,6,1,
348468687,12.908511,77.54592,4,,other,102.8,41.9,0.7365,0.7417,0.9188,12.3,11.3,4,1,
348469989,12.998423,77.569583,4,,other,195.1,60.7,0.6656,0.9994,0.4385,21.1,9.3,4,0,
348470001,12.99854,77.56963,5,,other,348.3,79.0,0.7009,1.0,0.506,26.2,13.3,4,0,
348470067,12.997364,77.573332,3,,other,214.0,58.6,0.7841,0.9999,0.9231,15.2,14.1,4,0,
348470106,12.999112,77.569577,3,,commercial,520.9,94.9,0.7271,0.9998,0.5717,30.2,17.3,4,0,
348470122,12.998982,77.569577,3,,commercial,241.5,73.5,0.562,0.9994,0.3045,28.2,8.6,4,0,
348470147,12.997993,77.569615,3,,other,255.7,76.9,0.5436,1.0,0.2863,29.9,8.6,4,0,
348470155,12.998234,77.569559,3,,other,149.1,50.8,0.725,0.9997,0.5657,16.2,9.2,4,0,
348470167,12.998789,77.569597,1,,other,402.8,84.3,0.7125,0.9997,0.5327,27.5,14.7,4,0,
348470189,12.997728,77.569622,3,,other,302.2,77.6,0.6314,0.9998,0.3861,28.0,10.8,4,0,
348475303,12.910668,77.596608,2,,other,168.0,58.1,0.6252,0.8088,0.7786,16.3,12.7,7,0,
348475578,12.912654,77.590163,2,,other,90.2,38.4,0.7701,0.9988,0.7553,10.9,8.3,4,1,
348480677,12.921116,77.49021,7,,residential,2590.1,288.2,0.3919,0.4817,0.9915,73.6,73.0,12,0,
348481334,12.919729,77.490476,7,,residential,1838.8,199.3,0.5816,0.7387,0.9256,51.9,48.0,6,1,
348491735,13.003638,77.578238,5,,civic,328.2,77.5,0.6868,0.9996,0.4769,26.2,12.5,4,1,
348493921,12.937866,77.624921,2,,residential,91.5,38.3,0.7846,0.9933,0.9322,9.9,9.3,4,0,
348497148,12.920909,77.620055,1,,commercial,402.1,81.5,0.7609,0.995,0.6968,24.1,16.8,4,1,
348498235,12.919117,77.594193,4,,commercial,99.1,40.1,0.7751,0.9994,0.795,11.2,8.9,4,0,
348498606,12.920145,77.598653,6,,residential,519.5,94.4,0.7329,0.9998,0.5891,29.7,17.5,4,0,
348498627,12.919765,77.598652,6,,residential,548.0,102.1,0.6606,0.9933,0.4278,35.9,15.4,4,0,
348498697,12.912949,77.597127,1,,other,117.8,44.2,0.7596,0.9988,0.6927,13.1,9.0,5,1,
348518811,12.916616,77.596689,4,,commercial,180.8,55.7,0.7319,0.9997,0.586,17.6,10.3,4,0,
348522481,12.88089,77.614058,6,,residential,4501.7,575.2,0.171,0.6413,0.289,155.8,45.0,18,1,
348533141,12.951538,77.64327,9,,commercial,3984.6,281.1,0.6337,0.8346,0.6895,83.2,57.4,8,1,
348533531,12.972365,77.605773,5,,residential,196.0,64.5,0.5914,0.663,0.7655,19.7,15.0,8,0,
348533538,12.973209,77.619144,10,,commercial,1342.1,151.3,0.7366,0.9492,0.8024,42.0,33.7,9,0,
348533553,12.975378,77.612979,6,,residential,425.6,111.9,0.427,0.6573,0.4114,39.7,16.3,8,0,
348533556,12.973454,77.617387,11,,commercial,770.3,114.5,0.7388,0.9988,0.6078,35.6,21.7,4,0,
348533557,12.97439,77.613201,6,,residential,293.1,84.6,0.5148,0.7011,0.589,26.6,15.7,8,0,
348533569,12.973618,77.607828,4,,commercial,120.6,51.4,0.5747,0.9983,0.3176,19.5,6.2,4,0,
348533609,12.974467,77.61269,6,,residential,293.0,84.6,0.5145,0.7011,0.5895,26.6,15.7,8,0,
348533610,12.975653,77.615969,5,,commercial,264.2,71.4,0.6504,0.887,0.4708,25.2,11.8,8,1,
348533615,12.974751,77.612775,6,,residential,293.1,84.6,0.5148,0.7012,0.589,26.6,15.7,8,0,
348533616,12.969348,77.605881,3,,other,1586.0,204.1,0.4783,0.5799,0.8823,55.7,49.1,13,0,
348533620,12.973729,77.607741,5,,commercial,404.9,94.1,0.575,0.9284,0.369,34.4,12.7,6,0,
348533656,12.976122,77.614848,4,,commercial,229.2,60.6,0.7853,0.9961,0.9797,15.3,15.0,4,0,
348533671,12.973282,77.619665,11,,commercial,953.5,133.3,0.6746,0.9993,0.4538,45.9,20.8,6,0,
348533680,12.975074,77.613906,6,,residential,425.7,111.9,0.4272,0.6573,0.4113,39.7,16.3,8,0,
348533685,12.974167,77.617001,8,,commercial,906.6,123.8,0.7435,0.901,0.959,32.4,31.1,6,0,
348533687,12.9748,77.613853,6,,residential,425.6,111.9,0.4271,0.6572,0.4114,39.7,16.3,8,0,
348533727,12.973686,77.619149,8,,commercial,1370.2,150.8,0.7569,0.9988,0.6793,44.9,30.5,4,0,
348533739,12.975172,77.613375,6,,residential,425.7,111.9,0.427,0.6572,0.4113,39.7,16.3,8,0,
348533744,12.974472,77.613713,6,,residential,425.4,111.9,0.4269,0.6571,0.4113,39.7,16.3,8,0,
348535403,12.916539,77.617756,3,,commercial,587.0,111.1,0.5975,0.7607,0.9929,27.9,27.7,10,1,
348535431,12.916743,77.614367,4,,commercial,374.9,77.5,0.7836,0.999,0.9077,20.3,18.5,4,1,
348535465,12.916745,77.614101,4,,commercial,429.7,83.3,0.7779,0.9993,0.8223,22.9,18.8,4,1,
348537716,12.956836,77.527206,2,,residential,152.7,49.6,0.7791,0.9963,0.833,13.6,11.3,4,1,
348538202,12.903186,77.586046,6,,other,986.1,137.0,0.6598,0.7742,0.8121,39.6,32.2,7,0,
348540683,12.983682,77.745059,4,,residential,674.0,104.2,0.7804,0.9979,0.851,28.2,24.0,4,0,
348543116,13.003618,77.619176,6,,residential,538.8,94.7,0.7553,0.9966,0.6701,28.4,19.0,4,1,
348543135,13.004,77.615499,3,,residential,101.6,41.0,0.7585,0.996,0.6855,12.2,8.4,4,0,
348543189,13.003639,77.615138,4,,residential,643.7,101.7,0.7824,0.9956,0.8798,27.1,23.9,4,1,
348546056,12.961983,77.641931,3,,other,237.4,62.7,0.7576,0.9997,0.6833,18.6,12.7,4,0,
348558305,12.993053,77.663664,4,,other,96.5,40.1,0.7554,0.9995,0.6726,12.0,8.1,4,1,
348564304,12.961385,77.644056,3,,other,54.7,30.2,0.7556,0.9994,0.6736,9.0,6.1,4,0,
348564305,12.961379,77.644261,4,,other,144.5,48.1,0.7837,0.9993,0.9101,12.6,11.5,4,0,
348567012,13.003754,77.624046,4,,residential,219.3,59.5,0.7779,0.9958,0.8187,16.4,13.4,4,1,
348567013,13.00317,77.62257,2,,residential,646.1,103.3,0.7602,0.9957,0.6934,30.6,21.2,4,0,
348567016,13.002987,77.620218,2,,residential,123.5,48.9,0.6504,0.8335,0.8431,13.3,11.2,8,0,
348567024,12.999898,77.621074,4,,residential,290.7,71.0,0.7252,0.9969,0.5647,22.7,12.8,4,1,
348567030,13.00115,77.622052,5,,residential,176.5,54.3,0.7511,0.9849,0.6554,16.5,10.8,4,0,
348567032,13.003624,77.623988,1,,residential,161.5,51.1,0.777,0.9962,0.8095,14.1,11.5,4,1,
348567039,13.003373,77.624589,3,,residential,212.5,59.8,0.7473,0.9969,0.6372,18.3,11.7,4,1,
348567054,13.001337,77.621758,1,,residential,391.3,80.1,0.7657,0.9966,0.7244,23.3,16.9,4,0,
348567064,13.00352,77.624226,3,,residential,171.6,52.9,0.7708,0.9965,0.7572,15.1,11.4,4,0,
348567067,13.002918,77.621529,3,,residential,370.2,90.7,0.5652,0.9987,0.3072,34.7,10.7,4,1,
348567069,12.999819,77.625007,5,,residential,473.3,95.4,0.6535,0.8278,0.9895,24.0,23.8,10,1,
348567075,13.0036,77.621321,4,,residential,507.2,90.5,0.7785,0.9948,0.8251,24.9,20.5,4,1,
348567077,13.003116,77.623309,2,,residential,171.2,52.8,0.7715,0.9966,0.7629,15.0,11.4,4,1,
348567081,13.001402,77.622264,1,,residential,140.3,48.4,0.7536,0.9963,0.6626,14.6,9.7,4,0,
348567089,13.002491,77.622403,3,,residential,209.9,58.5,0.7699,0.9958,0.7514,16.7,12.6,4,1,
348567093,13.000334,77.624361,2,,residential,262.1,68.8,0.6966,0.9978,0.4956,23.0,11.4,5,0,
348567095,13.002113,77.623534,2,,other,158.3,50.8,0.7699,0.9381,0.7883,14.6,11.5,4,1,
348567097,12.999807,77.62127,3,,residential,247.2,63.6,0.7671,0.9964,0.7329,18.4,13.5,4,0,
348567103,13.00247,77.623452,3,,residential,251.5,65.0,0.749,0.9802,0.65,19.9,12.9,4,1,
348567105,13.003634,77.622965,2,,commercial,84.4,36.9,0.7781,0.9958,0.8204,10.2,8.3,4,0,
348567109,13.003142,77.623927,2,,residential,169.8,53.4,0.7481,0.9968,0.6399,16.3,10.4,4,1,
348567114,13.001959,77.621053,2,,residential,264.2,66.6,0.7481,0.9966,0.6398,20.4,13.0,4,1,
348567118,13.003203,77.619896,3,,residential,84.9,37.2,0.7699,0.9947,0.7498,10.7,8.0,4,0,
348567119,13.001395,77.622464,2,,residential,250.6,64.8,0.7498,0.9306,0.6626,20.2,13.4,4,0,
348567124,13.003711,77.622202,3,,residential,379.8,78.0,0.7846,0.9933,0.9321,20.3,18.9,4,1,
348567135,13.003713,77.622572,3,,commercial,113.2,42.7,0.7808,0.9647,0.8576,11.7,10.0,4,0,
348567145,13.0023,77.623254,2,,residential,144.1,48.4,0.7717,0.9545,0.7854,13.9,10.9,4,0,
348567147,13.002046,77.622474,2,,residential,204.6,73.8,0.4727,0.5994,0.9337,19.1,17.9,6,0,
348567148,13.001357,77.621625,4,,residential,307.6,70.2,0.7849,0.9953,0.9473,18.1,17.1,4,1,
348567150,12.999009,77.623432,6,,residential,411.7,84.2,0.7291,0.9766,0.5884,26.8,15.7,4,1,
348567152,13.000774,77.623243,2,,residential,228.1,60.6,0.7815,0.9955,0.8648,16.3,14.1,4,1,
348567154,13.000577,77.620894,4,,residential,285.2,74.2,0.6514,0.9977,0.4148,26.3,10.9,4,1,
348567157,13.000992,77.622351,3,,residential,217.8,62.9,0.6922,0.9977,0.4868,21.2,10.3,4,1,
348567163,13.000932,77.622748,3,,residential,230.7,60.8,0.783,0.9954,0.8924,16.1,14.4,4,1,
348567165,12.999104,77.623715,2,,residential,211.9,58.4,0.7797,0.9948,0.8395,15.9,13.4,4,1,
348567167,13.00311,77.620479,2,,residential,144.4,49.3,0.7461,0.9729,0.6467,15.1,9.8,4,0,
348567169,13.003512,77.622434,1,,residential,147.7,48.6,0.7844,0.9729,0.9253,12.8,11.9,4,0,
348567172,13.003666,77.624291,2,,residential,247.9,63.2,0.779,0.9952,0.8306,17.3,14.4,4,1,
348567174,13.001727,77.619844,2,,residential,107.8,44.1,0.6961,0.9967,0.495,14.8,7.3,4,0,
348567176,13.003732,77.620136,3,,residential,98.8,39.8,0.7817,0.996,0.8692,10.7,9.3,4,1,
348567183,13.00276,77.623274,3,,residential,155.0,50.8,0.7542,0.9966,0.666,15.3,10.2,4,1,
348567185,13.002334,77.622237,2,,residential,171.1,55.7,0.6927,0.9793,0.4845,19.0,9.2,4,1,
348567186,13.003314,77.624025,3,,residential,265.7,65.8,0.7707,0.9959,0.7561,18.8,14.2,4,1,
348567187,12.998937,77.624035,2,,other,118.1,43.8,0.7755,0.995,0.7944,12.2,9.7,4,0,
348567188,13.000043,77.621122,2,,residential,298.3,69.4,0.7779,0.996,0.8194,19.1,15.7,4,1,
348567190,13.003234,77.62376,3,,other,476.8,90.9,0.725,0.9968,0.5639,29.1,16.4,4,1,
348567191,13.003187,77.621785,4,,residential,158.7,50.6,0.7795,0.9951,0.8375,13.8,11.6,4,0,
348567192,13.003089,77.624927,1,,residential,194.7,55.8,0.7854,0.9951,0.9906,14.1,13.9,4,0,
348567199,12.999061,77.624067,3,,residential,140.6,47.6,0.7788,0.9959,0.8302,13.0,10.8,4,1,
348567200,13.000143,77.621379,2,,residential,424.5,82.8,0.7787,0.9964,0.8282,22.7,18.8,4,0,
348567203,13.001883,77.621426,4,,residential,376.1,78.2,0.7732,0.9956,0.7758,22.1,17.1,4,1,
348567204,13.003564,77.623182,3,,residential,102.5,47.0,0.584,0.6958,0.4781,17.5,8.4,4,0,
348567205,13.0031,77.620071,2,,residential,107.5,42.2,0.7582,0.9962,0.6843,12.6,8.6,4,1,
348567208,13.00331,77.621713,6,,other,333.0,74.5,0.7538,0.9959,0.6638,22.4,14.9,4,1,
348567209,13.003703,77.621032,2,,residential,205.3,58.7,0.7474,0.9961,0.6376,18.0,11.5,4,1,
348567211,13.001991,77.620086,4,,residential,144.0,48.3,0.7748,0.9955,0.7885,13.5,10.7,4,0,
348567212,13.000383,77.623427,2,,commercial,509.6,91.6,0.7635,0.9968,0.7116,26.8,19.1,4,1,
348567213,13.001802,77.622351,4,,residential,274.6,74.1,0.6288,0.9978,0.3818,26.8,10.3,4,1,
348567215,13.001618,77.622226,1,,residential,145.6,52.7,0.6587,0.9973,0.4262,18.5,7.9,4,0,
348567221,13.002624,77.621812,4,,residential,306.1,72.4,0.734,0.9969,0.5907,22.8,13.5,4,1,
348567222,13.003448,77.621562,1,,residential,290.6,68.2,0.7844,0.9946,0.925,17.8,16.4,4,0,
348567223,12.999226,77.623402,2,,residential,201.0,64.4,0.6093,0.6202,0.6666,22.0,14.7,4,0,
348567224,13.000699,77.623472,2,,residential,136.9,46.9,0.7817,0.9815,0.8723,12.6,11.0,4,0,
348567225,13.003419,77.624332,2,,residential,121.9,45.3,0.7475,0.9971,0.6381,13.8,8.8,4,0,
348567226,13.002906,77.624517,2,,residential,251.0,63.5,0.7809,0.9956,0.8561,17.2,14.7,4,0,
348567227,13.003709,77.62416,2,,residential,188.6,55.6,0.7663,0.9961,0.7273,16.1,11.7,4,0,
348567228,13.000071,77.623277,4,,residential,148.8,51.4,0.7083,0.9972,0.5223,16.9,8.8,4,1,
348567229,13.003054,77.623503,2,,other,116.9,47.1,0.6631,0.9975,0.4336,16.4,7.1,4,0,
348567231,13.003617,77.62198,5,,residential,661.2,105.1,0.7522,0.9959,0.6564,31.8,20.9,4,1,
348567236,13.00241,77.622563,3,,residential,106.1,43.2,0.7143,0.9963,0.5364,14.1,7.6,4,0,
348567245,13.001225,77.622164,6,,residential,187.2,62.8,0.5972,0.8242,0.5343,20.6,11.0,6,0,
348567249,12.999993,77.623461,3,,residential,302.3,71.2,0.7491,0.9972,0.6444,21.7,14.0,4,1,
348567251,13.001903,77.619828,1,,residential,110.2,43.3,0.7401,0.997,0.6111,13.4,8.2,4,1,
348567255,13.00337,77.62001,4,,residential,208.8,59.0,0.7534,0.9961,0.6618,17.8,11.8,4,1,
348567261,13.002265,77.62218,2,,residential,136.9,53.8,0.5948,0.9981,0.3393,20.1,6.8,4,1,
348567267,13.000188,77.623055,3,,residential,91.5,38.3,0.785,0.9961,0.9538,9.8,9.4,4,1,
348567268,13.003416,77.623776,2,,other,195.2,56.8,0.7612,0.9961,0.6996,16.7,11.7,4,0,
348567272,13.002089,77.622687,4,,residential,130.5,46.7,0.7519,0.968,0.6624,14.3,9.5,4,0,
348567274,13.003563,77.623533,4,,other,149.4,50.3,0.7411,0.9969,0.6142,15.6,9.6,4,0,
348567282,12.999312,77.623751,2,,residential,222.9,62.4,0.7187,0.9592,0.5573,20.4,11.4,4,0,
348567286,13.00127,77.622429,4,,residential,191.7,56.3,0.7599,0.9974,0.693,16.7,11.5,4,1,
348567297,13.002064,77.621141,5,,residential,307.9,76.3,0.6638,0.9979,0.4344,26.7,11.6,4,1,
348567308,13.003004,77.621422,4,,residential,412.6,93.8,0.5893,0.9978,0.333,35.2,11.7,5,1,
348567310,12.999385,77.623513,3,,residential,260.3,65.5,0.7629,0.9819,0.7059,19.4,13.7,4,1,
348567312,13.001706,77.622309,3,,residential,303.2,77.5,0.6352,0.9981,0.3907,27.9,10.9,4,1,
348567314,13.003589,77.62039,2,,residential,220.2,63.2,0.6936,0.9761,0.492,21.4,10.5,4,0,
348567316,13.002222,77.622539,3,,residential,273.9,66.5,0.7789,0.9952,0.8299,18.2,15.1,4,1,
348567321,13.001292,77.622266,5,,residential,111.9,42.6,0.7764,0.9952,0.803,11.8,9.5,4,0,
348567323,13.001542,77.621186,4,,residential,370.8,83.6,0.6672,0.9068,0.5957,26.2,15.6,16,1,
348567327,12.998992,77.623924,3,,residential,174.1,52.8,0.7844,0.9943,0.9269,13.7,12.7,4,0,
348567332,13.000131,77.624982,4,,residential,374.4,80.7,0.7219,0.9979,0.5559,26.0,14.4,4,1,
348567341,12.999075,77.623265,2,,other,313.7,75.7,0.6882,0.8747,0.9712,19.2,18.7,6,0,
348567350,13.003068,77.624138,1,,residential,148.8,49.0,0.7798,0.9949,0.8407,13.3,11.2,4,0,
348567352,13.000911,77.622597,2,,residential,137.4,46.9,0.7847,0.9963,0.9394,12.1,11.4,4,0,
348567354,12.998933,77.623621,2,,residential,158.7,50.5,0.7823,0.996,0.8792,13.5,11.8,4,1,
348567356,13.003156,77.619982,2,,residential,97.3,39.8,0.7702,0.995,0.7527,11.4,8.6,4,1,
348567362,13.003624,77.62443,2,,residential,172.8,53.1,0.771,0.9964,0.759,15.1,11.5,4,0,
348567364,13.000198,77.623949,3,,residential,339.5,75.5,0.7477,0.9816,0.6475,23.1,15.0,4,1,
348567371,13.002693,77.623519,2,,residential,224.4,62.2,0.7289,0.9972,0.5759,19.8,11.4,4,0,
348567375,13.003562,77.624106,3,,residential,190.9,55.7,0.7734,0.9964,0.7769,15.7,12.2,4,1,
348567377,13.00267,77.620458,4,,residential,89.9,38.3,0.7708,0.9958,0.7572,10.9,8.3,4,0,
348567379,13.000252,77.62464,3,,residential,344.9,75.8,0.7551,0.9966,0.6697,22.7,15.2,5,1,
348567393,13.002226,77.623523,2,,residential,113.8,43.3,0.7613,0.9856,0.7534,12.4,9.3,6,1,
348567395,13.001101,77.622376,2,,residential,140.7,54.3,0.599,0.9793,0.3458,20.4,7.0,4,0,
348567397,13.003275,77.621868,3,,residential,142.8,47.9,0.7826,0.995,0.8824,12.8,11.3,4,0,
348567399,12.999732,77.622212,4,,residential,446.9,89.7,0.6973,0.9686,0.5131,30.0,15.4,4,1,
348567401,13.002789,77.621841,2,,residential,181.5,60.8,0.6174,0.8565,0.698,17.4,12.2,8,0,
348567417,12.999152,77.624311,2,,residential,148.1,49.5,0.7606,0.8414,0.9883,13.3,13.2,4,0,
348567419,12.999526,77.62319,4,,residential,157.8,52.0,0.7325,0.9975,0.5865,16.4,9.6,4,1,
348567421,13.000065,77.623366,4,,residential,105.4,44.9,0.6563,0.9983,0.4224,15.8,6.7,4,1,
348567423,13.002207,77.623367,5,,residential,183.0,56.4,0.7232,0.931,0.5836,18.4,10.7,4,1,
348567425,12.999672,77.621082,1,,civic,404.7,83.4,0.7307,0.8924,0.5679,28.3,16.0,4,0,
348567427,13.00089,77.622925,2,,residential,284.7,68.6,0.7611,0.997,0.6988,20.2,14.1,4,1,
348567432,13.003707,77.623685,6,,residential,434.6,85.9,0.7393,0.997,0.6087,26.8,16.3,4,1,
348567444,13.002546,77.623348,2,,residential,179.3,55.8,0.7241,0.9431,0.5867,18.0,10.6,4,1,
348567452,13.002313,77.622734,2,,residential,157.8,50.4,0.7802,0.9235,0.8657,14.1,12.2,4,0,
348567453,13.003457,77.623663,2,,residential,162.3,51.2,0.7786,0.9957,0.8277,14.0,11.6,4,0,
348567454,13.003598,77.622366,4,,residential,193.7,56.7,0.7569,0.9954,0.6769,17.0,11.5,4,0,
348567455,13.003298,77.624749,2,,residential,189.0,55.7,0.7652,0.9963,0.7215,16.2,11.7,4,0,
348567456,13.002178,77.622133,2,,residential,216.8,62.8,0.6909,0.9971,0.4835,21.2,10.3,4,1,
348567460,13.002721,77.623374,2,,residential,185.8,56.1,0.7422,0.9973,0.6185,17.4,10.7,4,0,
348567462,12.999259,77.623864,3,,residential,322.4,74.8,0.7239,0.9974,0.5615,24.0,13.5,4,1,
348567463,12.99997,77.62132,4,,residential,459.3,86.3,0.7749,0.9965,0.7901,24.2,19.1,4,1,
348567474,13.003153,77.620386,2,,residential,165.9,53.1,0.7384,0.9963,0.605,16.6,10.0,4,0,
348567476,13.001561,77.622546,4,,residential,364.9,77.0,0.7738,0.9972,0.7812,21.6,16.9,4,1,
348567478,13.003259,77.624138,3,,residential,192.6,57.8,0.7244,0.9971,0.5627,18.5,10.4,4,0,
348567481,13.001517,77.622363,2,,residential,127.3,50.4,0.6302,0.9601,0.3967,18.3,7.3,4,0,
348567483,13.002936,77.624402,3,,residential,212.6,59.4,0.7573,0.9967,0.68,17.7,12.0,4,0,
348567485,13.001353,77.621183,4,,residential,513.0,113.6,0.4992,0.7862,0.5335,35.0,18.7,30,1,
348567498,12.999361,77.623619,5,,residential,223.9,61.5,0.744,0.9769,0.621,19.2,11.9,4,1,
348567500,13.000313,77.621431,2,,residential,345.0,75.2,0.7669,0.9962,0.7317,21.8,15.9,4,0,
348567502,13.000257,77.62277,4,,residential,180.8,63.1,0.57,0.9978,0.3122,24.1,7.5,4,1,
348567504,12.999418,77.623348,2,,residential,239.8,61.9,0.7854,0.996,0.9913,15.6,15.4,4,0,
348567510,13.003216,77.62424,2,,residential,208.5,60.2,0.7223,0.9973,0.5569,19.4,10.8,4,0,
348567511,13.003369,77.623896,2,,residential,184.2,54.9,0.767,0.9962,0.7318,15.9,11.6,4,0,
348567514,13.003625,77.620282,4,,residential,206.5,63.2,0.6499,0.9745,0.4102,22.7,9.3,4,1,
348567515,13.002581,77.620879,7,,other,1271.3,164.7,0.5892,0.7625,0.7582,46.9,35.6,6,0,
348572694,12.995311,77.60358,7,,other,1105.1,133.0,0.7847,0.9961,0.9392,34.4,32.3,4,0,
348584464,13.007009,77.570974,3,,other,136.0,55.4,0.5562,0.9991,0.2988,21.3,6.4,4,0,
348591876,12.956674,77.741864,3,,residential,833.7,125.3,0.6674,0.999,0.4408,43.5,19.2,4,0,
348591914,12.956753,77.743654,4,,other,342.9,78.4,0.701,0.9775,0.5433,25.4,13.8,6,0,
348592040,12.992093,77.575338,4,,other,158.9,57.6,0.6017,0.8007,0.4398,21.2,9.3,4,0,
348599179,12.99947,77.549129,4,,commercial,157.9,52.1,0.7306,0.9978,0.5816,16.5,9.6,5,0,
348599296,13.001044,77.54925,2,,other,282.4,68.1,0.7648,0.9998,0.7211,19.8,14.3,4,0,
348599490,12.999254,77.54958,4,,commercial,416.5,83.3,0.7546,0.9977,0.668,25.0,16.7,4,0,
348599780,13.000851,77.549247,4,,residential,276.6,73.1,0.6504,0.8419,0.773,20.6,15.9,8,1,
348599786,13.001414,77.549271,2,,other,209.7,60.0,0.7312,0.9998,0.5838,19.0,11.1,4,0,
348599861,12.971395,77.612118,3,,commercial,232.7,61.8,0.7653,0.9981,0.7234,18.0,13.0,4,1,
348599938,12.972028,77.607667,3,,commercial,346.2,75.0,0.7727,0.9959,0.7716,21.2,16.4,4,1,
348600067,12.999433,77.549037,1,,residential,155.2,51.4,0.7386,0.9981,0.6074,16.0,9.7,4,0,
348600104,12.97219,77.613643,2,,residential,1519.0,161.9,0.7282,0.9982,0.5741,51.5,29.6,4,1,
348610670,13.027208,77.571913,5,,commercial,347.1,80.9,0.6657,0.5743,0.955,25.2,24.0,4,0,
348621656,13.006094,77.563978,5,,residential,410.3,84.9,0.715,0.9995,0.5393,27.6,14.9,4,0,
348637715,13.001999,77.623764,4,,residential,182.2,58.4,0.6711,0.9972,0.4469,20.2,9.0,4,1,
348637719,13.002996,77.623608,2,,residential,125.6,46.0,0.7465,0.9965,0.6342,14.1,8.9,4,0,
348637726,13.000795,77.622606,4,,residential,197.4,60.4,0.6802,0.9977,0.463,20.7,9.6,4,0,
348637727,13.002863,77.623574,1,,residential,109.5,42.0,0.7803,0.995,0.8469,11.4,9.7,4,1,
348637729,13.003052,77.623396,3,,residential,286.6,75.3,0.6344,0.9979,0.3897,27.1,10.6,4,1,
348638869,12.894206,77.611552,5,,residential,244.6,66.7,0.6909,0.9009,0.7184,19.4,14.0,6,1,
348659043,12.982663,77.7248,8,,commercial,4947.9,287.5,0.7525,0.9994,0.6598,86.6,57.2,4,1,
348827278,13.009309,77.566499,5,,residential,340.9,75.4,0.7539,0.9998,0.666,22.6,15.1,4,1,
348827302,13.007955,77.567206,3,,other,468.8,86.8,0.7826,0.9995,0.8878,23.0,20.4,4,1,
348827314,13.009455,77.564619,2,,residential,320.2,72.4,0.7682,0.9994,0.7417,20.8,15.4,4,0,
348827323,13.009317,77.566303,4,,residential,483.2,90.3,0.7448,0.9997,0.6296,27.7,17.4,4,1,
348827329,13.009434,77.564792,2,,residential,221.3,60.3,0.7653,0.9992,0.7234,17.5,12.7,4,0,
348827333,13.009482,77.563488,4,,residential,439.5,86.0,0.7465,0.9996,0.6356,26.3,16.7,4,0,
348827359,13.008985,77.566506,5,,residential,418.4,83.8,0.749,0.9999,0.6457,25.5,16.4,4,1,
348827366,13.009397,77.565122,2,,residential,268.1,65.5,0.785,0.9993,0.9567,16.7,16.0,4,0,
348827379,13.00941,77.564959,2,,residential,194.0,55.8,0.7829,0.999,0.8926,14.8,13.2,4,0,
348839271,12.942999,77.628225,1,,other,194.5,55.8,0.7854,0.9964,0.9923,14.0,13.9,5,0,
348839337,12.941724,77.628199,2,,other,104.9,42.1,0.7426,0.998,0.6212,13.0,8.1,4,0,
348839581,13.006904,77.571366,4,,other,198.0,56.6,0.7771,0.9993,0.8134,15.6,12.7,4,0,
348846326,12.956575,77.745716,3,,commercial,105.0,41.5,0.7665,0.9974,0.7304,12.0,8.8,4,0,
348846390,12.961665,77.747937,3,,commercial,347.0,81.7,0.6529,0.897,0.5736,26.0,14.9,10,1,
